record_id,model,fold,split_role,dataset_index,source_key,task_id,episode_idx,label,success,length,task_min_step,n_scores
1482,lstm,3,val,317,root-0/task6--ep24--succ1.pkl,6,24,0,1,245,190,245
1483,lstm,3,val,318,root-0/task6--ep25--succ1.pkl,6,25,0,1,240,190,240
1484,lstm,3,val,322,root-0/task6--ep29--succ1.pkl,6,29,0,1,236,190,236
1485,lstm,3,val,323,root-0/task6--ep3--succ1.pkl,6,3,0,1,193,190,193
1486,lstm,3,val,326,root-0/task6--ep32--succ0.pkl,6,32,1,0,520,190,520
1487,lstm,3,val,331,root-0/task6--ep37--succ1.pkl,6,37,0,1,251,190,251
1488,lstm,3,val,334,root-0/task6--ep4--succ1.pkl,6,4,0,1,218,190,218
1489,lstm,3,val,335,root-0/task6--ep40--succ0.pkl,6,40,1,0,520,190,520
1490,lstm,3,val,337,root-0/task6--ep42--succ0.pkl,6,42,1,0,520,190,520
1491,lstm,3,val,339,root-0/task6--ep44--succ1.pkl,6,44,0,1,304,190,304
1492,lstm,3,val,340,root-0/task6--ep45--succ0.pkl,6,45,1,0,520,190,520
1493,lstm,3,val,341,root-0/task6--ep46--succ1.pkl,6,46,0,1,230,190,230
1494,lstm,3,val,342,root-0/task6--ep47--succ0.pkl,6,47,1,0,520,190,520
1495,lstm,3,val,344,root-0/task6--ep49--succ1.pkl,6,49,0,1,263,190,263
1496,lstm,3,val,345,root-0/task6--ep5--succ1.pkl,6,5,0,1,260,190,260
1497,lstm,3,val,351,root-0/task7--ep1--succ0.pkl,7,1,1,0,520,210,520
1498,lstm,3,val,354,root-0/task7--ep12--succ0.pkl,7,12,1,0,520,210,520
1499,lstm,3,val,356,root-0/task7--ep14--succ1.pkl,7,14,0,1,270,210,270
1500,lstm,3,val,359,root-0/task7--ep17--succ0.pkl,7,17,1,0,520,210,520
1501,lstm,3,val,361,root-0/task7--ep19--succ1.pkl,7,19,0,1,252,210,252
1502,lstm,3,val,363,root-0/task7--ep20--succ1.pkl,7,20,0,1,259,210,259
1503,lstm,3,val,364,root-0/task7--ep21--succ0.pkl,7,21,1,0,520,210,520
1504,lstm,3,val,365,root-0/task7--ep22--succ0.pkl,7,22,1,0,520,210,520
1505,lstm,3,val,367,root-0/task7--ep24--succ1.pkl,7,24,0,1,231,210,231
1506,lstm,3,val,372,root-0/task7--ep29--succ0.pkl,7,29,1,0,520,210,520
1507,lstm,3,val,377,root-0/task7--ep33--succ0.pkl,7,33,1,0,520,210,520
1508,lstm,3,val,378,root-0/task7--ep34--succ0.pkl,7,34,1,0,520,210,520
1509,lstm,3,val,383,root-0/task7--ep39--succ1.pkl,7,39,0,1,236,210,236
1510,lstm,3,val,384,root-0/task7--ep4--succ0.pkl,7,4,1,0,520,210,520
1511,lstm,3,val,385,root-0/task7--ep40--succ1.pkl,7,40,0,1,341,210,341
1512,lstm,3,val,386,root-0/task7--ep41--succ1.pkl,7,41,0,1,273,210,273
1513,lstm,3,val,387,root-0/task7--ep42--succ1.pkl,7,42,0,1,267,210,267
1514,lstm,3,val,388,root-0/task7--ep43--succ0.pkl,7,43,1,0,520,210,520
1515,lstm,3,val,391,root-0/task7--ep46--succ0.pkl,7,46,1,0,520,210,520
1516,lstm,3,val,395,root-0/task7--ep5--succ0.pkl,7,5,1,0,520,210,520
1517,lstm,3,val,396,root-0/task7--ep6--succ1.pkl,7,6,0,1,290,210,290
1518,lstm,3,val,397,root-0/task7--ep7--succ1.pkl,7,7,0,1,232,210,232
1519,lstm,3,val,401,root-0/task8--ep1--succ1.pkl,8,1,0,1,448,315,448
1520,lstm,3,val,402,root-0/task8--ep10--succ0.pkl,8,10,1,0,520,315,520
1521,lstm,3,val,403,root-0/task8--ep11--succ1.pkl,8,11,0,1,486,315,486
1522,lstm,3,val,407,root-0/task8--ep15--succ1.pkl,8,15,0,1,347,315,347
1523,lstm,3,val,409,root-0/task8--ep17--succ1.pkl,8,17,0,1,509,315,509
1524,lstm,3,val,413,root-0/task8--ep20--succ0.pkl,8,20,1,0,520,315,520
1525,lstm,3,val,419,root-0/task8--ep26--succ1.pkl,8,26,0,1,427,315,427
1526,lstm,3,val,420,root-0/task8--ep27--succ0.pkl,8,27,1,0,520,315,520
1527,lstm,3,val,424,root-0/task8--ep30--succ1.pkl,8,30,0,1,417,315,417
1528,lstm,3,val,425,root-0/task8--ep31--succ0.pkl,8,31,1,0,520,315,520
1529,lstm,3,val,426,root-0/task8--ep32--succ0.pkl,8,32,1,0,520,315,520
1530,lstm,3,val,432,root-0/task8--ep38--succ0.pkl,8,38,1,0,520,315,520
1531,lstm,3,val,433,root-0/task8--ep39--succ0.pkl,8,39,1,0,520,315,520
1532,lstm,3,val,438,root-0/task8--ep43--succ0.pkl,8,43,1,0,520,315,520
1533,lstm,3,val,439,root-0/task8--ep44--succ1.pkl,8,44,0,1,315,315,315
1534,lstm,3,val,440,root-0/task8--ep45--succ0.pkl,8,45,1,0,520,315,520
1535,lstm,3,val,441,root-0/task8--ep46--succ0.pkl,8,46,1,0,520,315,520
1536,lstm,3,val,445,root-0/task8--ep5--succ0.pkl,8,5,1,0,520,315,520
1537,lstm,3,val,446,root-0/task8--ep6--succ0.pkl,8,6,1,0,520,315,520
1538,lstm,3,val,447,root-0/task8--ep7--succ0.pkl,8,7,1,0,520,315,520
1539,lstm,3,val,449,root-0/task8--ep9--succ1.pkl,8,9,0,1,504,315,504
1540,lstm,3,val,450,root-0/task9--ep0--succ0.pkl,9,0,1,0,520,241,520
1541,lstm,3,val,451,root-0/task9--ep1--succ0.pkl,9,1,1,0,520,241,520
1542,lstm,3,val,454,root-0/task9--ep12--succ0.pkl,9,12,1,0,520,241,520
1543,lstm,3,val,458,root-0/task9--ep16--succ0.pkl,9,16,1,0,520,241,520
1544,lstm,3,val,460,root-0/task9--ep18--succ1.pkl,9,18,0,1,372,241,372
1545,lstm,3,val,461,root-0/task9--ep19--succ1.pkl,9,19,0,1,427,241,427
1546,lstm,3,val,462,root-0/task9--ep2--succ1.pkl,9,2,0,1,300,241,300
1547,lstm,3,val,464,root-0/task9--ep21--succ1.pkl,9,21,0,1,300,241,300
1548,lstm,3,val,466,root-0/task9--ep23--succ0.pkl,9,23,1,0,520,241,520
1549,lstm,3,val,467,root-0/task9--ep24--succ0.pkl,9,24,1,0,520,241,520
1550,lstm,3,val,469,root-0/task9--ep26--succ0.pkl,9,26,1,0,520,241,520
1551,lstm,3,val,476,root-0/task9--ep32--succ0.pkl,9,32,1,0,520,241,520
1552,lstm,3,val,478,root-0/task9--ep34--succ0.pkl,9,34,1,0,520,241,520
1553,lstm,3,val,480,root-0/task9--ep36--succ0.pkl,9,36,1,0,520,241,520
1554,lstm,3,val,482,root-0/task9--ep38--succ0.pkl,9,38,1,0,520,241,520
1555,lstm,3,val,483,root-0/task9--ep39--succ0.pkl,9,39,1,0,520,241,520
1556,lstm,3,val,485,root-0/task9--ep40--succ0.pkl,9,40,1,0,520,241,520
1557,lstm,3,val,486,root-0/task9--ep41--succ1.pkl,9,41,0,1,316,241,316
1558,lstm,3,val,490,root-0/task9--ep45--succ0.pkl,9,45,1,0,520,241,520
1559,lstm,3,val,494,root-0/task9--ep49--succ1.pkl,9,49,0,1,344,241,344
1560,lstm,3,val,495,root-0/task9--ep5--succ1.pkl,9,5,0,1,312,241,312
1561,lstm,3,val,497,root-0/task9--ep7--succ0.pkl,9,7,1,0,520,241,520
1562,lstm,3,val,498,root-0/task9--ep8--succ1.pkl,9,8,0,1,307,241,307
1563,lstm,3,val,500,root-1/task0--ep0--succ0.pkl,0,0,1,0,520,230,520
1564,lstm,3,val,502,root-1/task0--ep10--succ1.pkl,0,10,0,1,290,230,290
1565,lstm,3,val,505,root-1/task0--ep13--succ1.pkl,0,13,0,1,278,230,278
1566,lstm,3,val,517,root-1/task0--ep24--succ0.pkl,0,24,1,0,520,230,520
1567,lstm,3,val,518,root-1/task0--ep25--succ1.pkl,0,25,0,1,295,230,295
1568,lstm,3,val,525,root-1/task0--ep31--succ1.pkl,0,31,0,1,295,230,295
1569,lstm,3,val,526,root-1/task0--ep32--succ0.pkl,0,32,1,0,520,230,520
1570,lstm,3,val,527,root-1/task0--ep33--succ1.pkl,0,33,0,1,357,230,357
1571,lstm,3,val,528,root-1/task0--ep34--succ1.pkl,0,34,0,1,371,230,371
1572,lstm,3,val,529,root-1/task0--ep35--succ1.pkl,0,35,0,1,392,230,392
1573,lstm,3,val,531,root-1/task0--ep37--succ1.pkl,0,37,0,1,333,230,333
1574,lstm,3,val,534,root-1/task0--ep4--succ0.pkl,0,4,1,0,520,230,520
1575,lstm,3,val,536,root-1/task0--ep41--succ1.pkl,0,41,0,1,348,230,348
1576,lstm,3,val,539,root-1/task0--ep44--succ1.pkl,0,44,0,1,423,230,423
1577,lstm,3,val,542,root-1/task0--ep47--succ1.pkl,0,47,0,1,315,230,315
1578,lstm,3,val,545,root-1/task0--ep5--succ0.pkl,0,5,1,0,520,230,520
1579,lstm,3,val,548,root-1/task0--ep8--succ1.pkl,0,8,0,1,341,230,341
1580,lstm,3,val,550,root-1/task1--ep0--succ1.pkl,1,0,0,1,249,218,249
1581,lstm,3,val,554,root-1/task1--ep12--succ1.pkl,1,12,0,1,262,218,262
1582,lstm,3,val,556,root-1/task1--ep14--succ0.pkl,1,14,1,0,520,218,520
1583,lstm,3,val,557,root-1/task1--ep15--succ1.pkl,1,15,0,1,257,218,257
1584,lstm,3,val,560,root-1/task1--ep18--succ1.pkl,1,18,0,1,242,218,242
1585,lstm,3,val,561,root-1/task1--ep19--succ1.pkl,1,19,0,1,248,218,248
1586,lstm,3,val,562,root-1/task1--ep2--succ1.pkl,1,2,0,1,235,218,235
1587,lstm,3,val,566,root-1/task1--ep23--succ0.pkl,1,23,1,0,520,218,520
1588,lstm,3,val,569,root-1/task1--ep26--succ1.pkl,1,26,0,1,225,218,225
1589,lstm,3,val,570,root-1/task1--ep27--succ0.pkl,1,27,1,0,520,218,520
1590,lstm,3,val,571,root-1/task1--ep28--succ1.pkl,1,28,0,1,228,218,228
1591,lstm,3,val,575,root-1/task1--ep31--succ1.pkl,1,31,0,1,280,218,280
1592,lstm,3,val,577,root-1/task1--ep33--succ0.pkl,1,33,1,0,520,218,520
1593,lstm,3,val,578,root-1/task1--ep34--succ0.pkl,1,34,1,0,520,218,520
1594,lstm,3,val,581,root-1/task1--ep37--succ1.pkl,1,37,0,1,236,218,236
1595,lstm,3,val,583,root-1/task1--ep39--succ0.pkl,1,39,1,0,520,218,520
1596,lstm,3,val,584,root-1/task1--ep4--succ1.pkl,1,4,0,1,305,218,305
1597,lstm,3,val,588,root-1/task1--ep43--succ0.pkl,1,43,1,0,520,218,520
1598,lstm,3,val,590,root-1/task1--ep45--succ1.pkl,1,45,0,1,302,218,302
1599,lstm,3,val,594,root-1/task1--ep49--succ1.pkl,1,49,0,1,267,218,267
1600,lstm,3,val,596,root-1/task1--ep6--succ0.pkl,1,6,1,0,520,218,520
1601,lstm,3,val,597,root-1/task1--ep7--succ1.pkl,1,7,0,1,283,218,283
1602,lstm,3,val,600,root-1/task2--ep0--succ0.pkl,2,0,1,0,520,211,520
1603,lstm,3,val,601,root-1/task2--ep1--succ1.pkl,2,1,0,1,298,211,298
1604,lstm,3,val,608,root-1/task2--ep16--succ1.pkl,2,16,0,1,265,211,265
1605,lstm,3,val,612,root-1/task2--ep2--succ1.pkl,2,2,0,1,253,211,253
1606,lstm,3,val,614,root-1/task2--ep21--succ1.pkl,2,21,0,1,260,211,260
1607,lstm,3,val,617,root-1/task2--ep24--succ0.pkl,2,24,1,0,520,211,520
1608,lstm,3,val,623,root-1/task2--ep3--succ0.pkl,2,3,1,0,520,211,520
1609,lstm,3,val,625,root-1/task2--ep31--succ1.pkl,2,31,0,1,277,211,277
1610,lstm,3,val,627,root-1/task2--ep33--succ0.pkl,2,33,1,0,520,211,520
1611,lstm,3,val,629,root-1/task2--ep35--succ1.pkl,2,35,0,1,377,211,377
1612,lstm,3,val,633,root-1/task2--ep39--succ1.pkl,2,39,0,1,439,211,439
1613,lstm,3,val,634,root-1/task2--ep4--succ1.pkl,2,4,0,1,224,211,224
1614,lstm,3,val,636,root-1/task2--ep41--succ0.pkl,2,41,1,0,520,211,520
1615,lstm,3,val,637,root-1/task2--ep42--succ0.pkl,2,42,1,0,520,211,520
1616,lstm,3,val,638,root-1/task2--ep43--succ0.pkl,2,43,1,0,520,211,520
1617,lstm,3,val,646,root-1/task2--ep6--succ0.pkl,2,6,1,0,520,211,520
1618,lstm,3,val,649,root-1/task2--ep9--succ0.pkl,2,9,1,0,520,211,520
1619,lstm,3,val,700,root-1/task4--ep0--succ0.pkl,4,0,1,0,520,209,520
1620,lstm,3,val,701,root-1/task4--ep1--succ0.pkl,4,1,1,0,520,209,520
1621,lstm,3,val,704,root-1/task4--ep12--succ1.pkl,4,12,0,1,263,209,263
1622,lstm,3,val,705,root-1/task4--ep13--succ0.pkl,4,13,1,0,520,209,520
1623,lstm,3,val,706,root-1/task4--ep14--succ1.pkl,4,14,0,1,247,209,247
1624,lstm,3,val,708,root-1/task4--ep16--succ0.pkl,4,16,1,0,520,209,520
1625,lstm,3,val,709,root-1/task4--ep17--succ1.pkl,4,17,0,1,273,209,273
1626,lstm,3,val,713,root-1/task4--ep20--succ1.pkl,4,20,0,1,209,209,209
1627,lstm,3,val,716,root-1/task4--ep23--succ0.pkl,4,23,1,0,520,209,520
1628,lstm,3,val,720,root-1/task4--ep27--succ1.pkl,4,27,0,1,231,209,231
1629,lstm,3,val,721,root-1/task4--ep28--succ0.pkl,4,28,1,0,520,209,520
1630,lstm,3,val,723,root-1/task4--ep3--succ1.pkl,4,3,0,1,243,209,243
1631,lstm,3,val,726,root-1/task4--ep32--succ1.pkl,4,32,0,1,511,209,511
1632,lstm,3,val,728,root-1/task4--ep34--succ0.pkl,4,34,1,0,520,209,520
1633,lstm,3,val,731,root-1/task4--ep37--succ0.pkl,4,37,1,0,520,209,520
1634,lstm,3,val,732,root-1/task4--ep38--succ1.pkl,4,38,0,1,217,209,217
1635,lstm,3,val,733,root-1/task4--ep39--succ0.pkl,4,39,1,0,520,209,520
1636,lstm,3,val,735,root-1/task4--ep40--succ0.pkl,4,40,1,0,520,209,520
1637,lstm,3,val,736,root-1/task4--ep41--succ0.pkl,4,41,1,0,520,209,520
1638,lstm,3,val,737,root-1/task4--ep42--succ0.pkl,4,42,1,0,520,209,520
1639,lstm,3,val,738,root-1/task4--ep43--succ0.pkl,4,43,1,0,520,209,520
1640,lstm,3,val,739,root-1/task4--ep44--succ1.pkl,4,44,0,1,233,209,233
1641,lstm,3,val,740,root-1/task4--ep45--succ0.pkl,4,45,1,0,520,209,520
1642,lstm,3,val,742,root-1/task4--ep47--succ0.pkl,4,47,1,0,520,209,520
1643,lstm,3,val,745,root-1/task4--ep5--succ1.pkl,4,5,0,1,341,209,341
1644,lstm,3,val,747,root-1/task4--ep7--succ0.pkl,4,7,1,0,520,209,520
1645,lstm,3,val,751,root-1/task5--ep1--succ1.pkl,5,1,0,1,178,148,178
1646,lstm,3,val,752,root-1/task5--ep10--succ1.pkl,5,10,0,1,242,148,242
1647,lstm,3,val,753,root-1/task5--ep11--succ1.pkl,5,11,0,1,282,148,282
1648,lstm,3,val,754,root-1/task5--ep12--succ1.pkl,5,12,0,1,159,148,159
1649,lstm,3,val,757,root-1/task5--ep15--succ1.pkl,5,15,0,1,202,148,202
1650,lstm,3,val,758,root-1/task5--ep16--succ1.pkl,5,16,0,1,170,148,170
1651,lstm,3,val,761,root-1/task5--ep19--succ0.pkl,5,19,1,0,520,148,520
1652,lstm,3,val,764,root-1/task5--ep21--succ1.pkl,5,21,0,1,177,148,177
1653,lstm,3,val,766,root-1/task5--ep23--succ1.pkl,5,23,0,1,197,148,197
1654,lstm,3,val,767,root-1/task5--ep24--succ1.pkl,5,24,0,1,174,148,174
1655,lstm,3,val,773,root-1/task5--ep3--succ1.pkl,5,3,0,1,173,148,173
1656,lstm,3,val,775,root-1/task5--ep31--succ1.pkl,5,31,0,1,207,148,207
1657,lstm,3,val,776,root-1/task5--ep32--succ1.pkl,5,32,0,1,189,148,189
1658,lstm,3,val,780,root-1/task5--ep36--succ0.pkl,5,36,1,0,520,148,520
1659,lstm,3,val,781,root-1/task5--ep37--succ1.pkl,5,37,0,1,174,148,174
1660,lstm,3,val,784,root-1/task5--ep4--succ1.pkl,5,4,0,1,266,148,266
1661,lstm,3,val,785,root-1/task5--ep40--succ1.pkl,5,40,0,1,196,148,196
1662,lstm,3,val,788,root-1/task5--ep43--succ1.pkl,5,43,0,1,211,148,211
1663,lstm,3,val,791,root-1/task5--ep46--succ0.pkl,5,46,1,0,520,148,520
1664,lstm,3,val,793,root-1/task5--ep48--succ1.pkl,5,48,0,1,190,148,190
1665,lstm,3,val,797,root-1/task5--ep7--succ1.pkl,5,7,0,1,205,148,205
1666,lstm,3,val,800,root-1/task6--ep0--succ1.pkl,6,0,0,1,289,190,289
1667,lstm,3,val,808,root-1/task6--ep16--succ1.pkl,6,16,0,1,264,190,264
1668,lstm,3,val,810,root-1/task6--ep18--succ0.pkl,6,18,1,0,520,190,520
1669,lstm,3,val,815,root-1/task6--ep22--succ1.pkl,6,22,0,1,244,190,244
1670,lstm,3,val,817,root-1/task6--ep24--succ1.pkl,6,24,0,1,331,190,331
1671,lstm,3,val,819,root-1/task6--ep26--succ0.pkl,6,26,1,0,520,190,520
1672,lstm,3,val,825,root-1/task6--ep31--succ1.pkl,6,31,0,1,291,190,291
1673,lstm,3,val,828,root-1/task6--ep34--succ0.pkl,6,34,1,0,520,190,520
1674,lstm,3,val,831,root-1/task6--ep37--succ1.pkl,6,37,0,1,191,190,191
1675,lstm,3,val,832,root-1/task6--ep38--succ0.pkl,6,38,1,0,520,190,520
1676,lstm,3,val,834,root-1/task6--ep4--succ1.pkl,6,4,0,1,513,190,513
1677,lstm,3,val,836,root-1/task6--ep41--succ1.pkl,6,41,0,1,241,190,241
1678,lstm,3,val,837,root-1/task6--ep42--succ1.pkl,6,42,0,1,302,190,302
1679,lstm,3,val,839,root-1/task6--ep44--succ1.pkl,6,44,0,1,233,190,233
1680,lstm,3,val,841,root-1/task6--ep46--succ0.pkl,6,46,1,0,520,190,520
1681,lstm,3,val,842,root-1/task6--ep47--succ0.pkl,6,47,1,0,520,190,520
1682,lstm,3,val,843,root-1/task6--ep48--succ1.pkl,6,48,0,1,233,190,233
1683,lstm,3,val,844,root-1/task6--ep49--succ1.pkl,6,49,0,1,474,190,474
1684,lstm,3,val,846,root-1/task6--ep6--succ0.pkl,6,6,1,0,520,190,520
1685,lstm,3,val,847,root-1/task6--ep7--succ1.pkl,6,7,0,1,234,190,234
1686,lstm,3,val,850,root-1/task7--ep0--succ1.pkl,7,0,0,1,246,210,246
1687,lstm,3,val,857,root-1/task7--ep15--succ1.pkl,7,15,0,1,290,210,290
1688,lstm,3,val,862,root-1/task7--ep2--succ0.pkl,7,2,1,0,520,210,520
1689,lstm,3,val,864,root-1/task7--ep21--succ1.pkl,7,21,0,1,247,210,247
1690,lstm,3,val,866,root-1/task7--ep23--succ0.pkl,7,23,1,0,520,210,520
1691,lstm,3,val,867,root-1/task7--ep24--succ0.pkl,7,24,1,0,520,210,520
1692,lstm,3,val,869,root-1/task7--ep26--succ0.pkl,7,26,1,0,520,210,520
1693,lstm,3,val,870,root-1/task7--ep27--succ1.pkl,7,27,0,1,249,210,249
1694,lstm,3,val,871,root-1/task7--ep28--succ1.pkl,7,28,0,1,316,210,316
1695,lstm,3,val,879,root-1/task7--ep35--succ1.pkl,7,35,0,1,297,210,297
1696,lstm,3,val,881,root-1/task7--ep37--succ1.pkl,7,37,0,1,230,210,230
1697,lstm,3,val,882,root-1/task7--ep38--succ1.pkl,7,38,0,1,331,210,331
1698,lstm,3,val,888,root-1/task7--ep43--succ0.pkl,7,43,1,0,520,210,520
1699,lstm,3,val,891,root-1/task7--ep46--succ1.pkl,7,46,0,1,257,210,257
1700,lstm,3,val,895,root-1/task7--ep5--succ0.pkl,7,5,1,0,520,210,520
1701,lstm,3,val,896,root-1/task7--ep6--succ1.pkl,7,6,0,1,369,210,369
1702,lstm,3,val,898,root-1/task7--ep8--succ0.pkl,7,8,1,0,520,210,520
1703,lstm,3,val,899,root-1/task7--ep9--succ1.pkl,7,9,0,1,252,210,252
1704,lstm,3,val,901,root-1/task8--ep1--succ1.pkl,8,1,0,1,391,315,391
1705,lstm,3,val,904,root-1/task8--ep12--succ0.pkl,8,12,1,0,520,315,520
1706,lstm,3,val,905,root-1/task8--ep13--succ0.pkl,8,13,1,0,520,315,520
1707,lstm,3,val,906,root-1/task8--ep14--succ0.pkl,8,14,1,0,520,315,520
1708,lstm,3,val,907,root-1/task8--ep15--succ0.pkl,8,15,1,0,520,315,520
1709,lstm,3,val,910,root-1/task8--ep18--succ0.pkl,8,18,1,0,520,315,520
1710,lstm,3,val,914,root-1/task8--ep21--succ0.pkl,8,21,1,0,520,315,520
1711,lstm,3,val,920,root-1/task8--ep27--succ0.pkl,8,27,1,0,520,315,520
1712,lstm,3,val,921,root-1/task8--ep28--succ0.pkl,8,28,1,0,520,315,520
1713,lstm,3,val,923,root-1/task8--ep3--succ0.pkl,8,3,1,0,520,315,520
1714,lstm,3,val,927,root-1/task8--ep33--succ0.pkl,8,33,1,0,520,315,520
1715,lstm,3,val,932,root-1/task8--ep38--succ0.pkl,8,38,1,0,520,315,520
1716,lstm,3,val,934,root-1/task8--ep4--succ0.pkl,8,4,1,0,520,315,520
1717,lstm,3,val,940,root-1/task8--ep45--succ1.pkl,8,45,0,1,490,315,490
1718,lstm,3,val,943,root-1/task8--ep48--succ0.pkl,8,48,1,0,520,315,520
1719,lstm,3,val,945,root-1/task8--ep5--succ0.pkl,8,5,1,0,520,315,520
1720,lstm,3,val,946,root-1/task8--ep6--succ1.pkl,8,6,0,1,440,315,440
1721,lstm,3,val,947,root-1/task8--ep7--succ0.pkl,8,7,1,0,520,315,520
1722,lstm,3,val,948,root-1/task8--ep8--succ0.pkl,8,8,1,0,520,315,520
1723,lstm,3,val,954,root-1/task9--ep12--succ0.pkl,9,12,1,0,520,241,520
1724,lstm,3,val,956,root-1/task9--ep14--succ0.pkl,9,14,1,0,520,241,520
1725,lstm,3,val,958,root-1/task9--ep16--succ0.pkl,9,16,1,0,520,241,520
1726,lstm,3,val,959,root-1/task9--ep17--succ1.pkl,9,17,0,1,349,241,349
1727,lstm,3,val,965,root-1/task9--ep22--succ1.pkl,9,22,0,1,312,241,312
1728,lstm,3,val,977,root-1/task9--ep33--succ1.pkl,9,33,0,1,247,241,247
1729,lstm,3,val,978,root-1/task9--ep34--succ0.pkl,9,34,1,0,520,241,520
1730,lstm,3,val,980,root-1/task9--ep36--succ1.pkl,9,36,0,1,359,241,359
1731,lstm,3,val,981,root-1/task9--ep37--succ1.pkl,9,37,0,1,413,241,413
1732,lstm,3,val,983,root-1/task9--ep39--succ0.pkl,9,39,1,0,520,241,520
1733,lstm,3,val,984,root-1/task9--ep4--succ0.pkl,9,4,1,0,520,241,520
1734,lstm,3,val,985,root-1/task9--ep40--succ1.pkl,9,40,0,1,389,241,389
1735,lstm,3,val,987,root-1/task9--ep42--succ0.pkl,9,42,1,0,520,241,520
1736,lstm,3,val,988,root-1/task9--ep43--succ0.pkl,9,43,1,0,520,241,520
1737,lstm,3,val,990,root-1/task9--ep45--succ0.pkl,9,45,1,0,520,241,520
1738,lstm,3,val,991,root-1/task9--ep46--succ0.pkl,9,46,1,0,520,241,520
1739,lstm,3,val,994,root-1/task9--ep49--succ0.pkl,9,49,1,0,520,241,520
1740,lstm,3,test,150,root-0/task3--ep0--succ1.pkl,3,0,0,1,278,187,278
1741,lstm,3,test,151,root-0/task3--ep1--succ0.pkl,3,1,1,0,520,187,520
1742,lstm,3,test,152,root-0/task3--ep10--succ1.pkl,3,10,0,1,487,187,487
1743,lstm,3,test,153,root-0/task3--ep11--succ1.pkl,3,11,0,1,277,187,277
1744,lstm,3,test,154,root-0/task3--ep12--succ1.pkl,3,12,0,1,360,187,360
1745,lstm,3,test,155,root-0/task3--ep13--succ0.pkl,3,13,1,0,520,187,520
1746,lstm,3,test,156,root-0/task3--ep14--succ0.pkl,3,14,1,0,520,187,520
1747,lstm,3,test,157,root-0/task3--ep15--succ0.pkl,3,15,1,0,520,187,520
1748,lstm,3,test,158,root-0/task3--ep16--succ0.pkl,3,16,1,0,520,187,520
1749,lstm,3,test,159,root-0/task3--ep17--succ1.pkl,3,17,0,1,218,187,218
1750,lstm,3,test,160,root-0/task3--ep18--succ0.pkl,3,18,1,0,520,187,520
1751,lstm,3,test,161,root-0/task3--ep19--succ0.pkl,3,19,1,0,520,187,520
1752,lstm,3,test,162,root-0/task3--ep2--succ0.pkl,3,2,1,0,520,187,520
1753,lstm,3,test,163,root-0/task3--ep20--succ1.pkl,3,20,0,1,245,187,245
1754,lstm,3,test,164,root-0/task3--ep21--succ0.pkl,3,21,1,0,520,187,520
1755,lstm,3,test,165,root-0/task3--ep22--succ0.pkl,3,22,1,0,520,187,520
1756,lstm,3,test,166,root-0/task3--ep23--succ1.pkl,3,23,0,1,296,187,296
1757,lstm,3,test,167,root-0/task3--ep24--succ1.pkl,3,24,0,1,277,187,277
1758,lstm,3,test,168,root-0/task3--ep25--succ1.pkl,3,25,0,1,424,187,424
1759,lstm,3,test,169,root-0/task3--ep26--succ0.pkl,3,26,1,0,520,187,520
1760,lstm,3,test,170,root-0/task3--ep27--succ1.pkl,3,27,0,1,231,187,231
1761,lstm,3,test,171,root-0/task3--ep28--succ0.pkl,3,28,1,0,520,187,520
1762,lstm,3,test,172,root-0/task3--ep29--succ0.pkl,3,29,1,0,520,187,520
1763,lstm,3,test,173,root-0/task3--ep3--succ0.pkl,3,3,1,0,520,187,520
1764,lstm,3,test,174,root-0/task3--ep30--succ0.pkl,3,30,1,0,520,187,520
1765,lstm,3,test,175,root-0/task3--ep31--succ1.pkl,3,31,0,1,425,187,425
1766,lstm,3,test,176,root-0/task3--ep32--succ1.pkl,3,32,0,1,217,187,217
1767,lstm,3,test,177,root-0/task3--ep33--succ0.pkl,3,33,1,0,520,187,520
1768,lstm,3,test,178,root-0/task3--ep34--succ0.pkl,3,34,1,0,520,187,520
1769,lstm,3,test,179,root-0/task3--ep35--succ1.pkl,3,35,0,1,246,187,246
1770,lstm,3,test,180,root-0/task3--ep36--succ1.pkl,3,36,0,1,220,187,220
1771,lstm,3,test,181,root-0/task3--ep37--succ0.pkl,3,37,1,0,520,187,520
1772,lstm,3,test,182,root-0/task3--ep38--succ1.pkl,3,38,0,1,394,187,394
1773,lstm,3,test,183,root-0/task3--ep39--succ1.pkl,3,39,0,1,196,187,196
1774,lstm,3,test,184,root-0/task3--ep4--succ1.pkl,3,4,0,1,453,187,453
1775,lstm,3,test,185,root-0/task3--ep40--succ0.pkl,3,40,1,0,520,187,520
1776,lstm,3,test,186,root-0/task3--ep41--succ1.pkl,3,41,0,1,256,187,256
1777,lstm,3,test,187,root-0/task3--ep42--succ0.pkl,3,42,1,0,520,187,520
1778,lstm,3,test,188,root-0/task3--ep43--succ0.pkl,3,43,1,0,520,187,520
1779,lstm,3,test,189,root-0/task3--ep44--succ0.pkl,3,44,1,0,520,187,520
1780,lstm,3,test,190,root-0/task3--ep45--succ1.pkl,3,45,0,1,457,187,457
1781,lstm,3,test,191,root-0/task3--ep46--succ0.pkl,3,46,1,0,520,187,520
1782,lstm,3,test,192,root-0/task3--ep47--succ0.pkl,3,47,1,0,520,187,520
1783,lstm,3,test,193,root-0/task3--ep48--succ1.pkl,3,48,0,1,244,187,244
1784,lstm,3,test,194,root-0/task3--ep49--succ1.pkl,3,49,0,1,214,187,214
